,principal component 1,principal component 2
0,1.4903449146577346,0.5184926857570878
1,2.8005025224166116,-0.6622146633483559
2,0.1835681139754954,-1.1113957969313544
3,-0.5324086697807388,0.5853151915023316
4,0.011818007482811543,-1.0306559558762276
5,3.5484355097450253,0.046285844854393694
6,0.9109598445051121,0.2644978177621105
7,-0.9710125732459011,-0.5047563451068185
8,-1.4191275241554548,-0.7488878600733577
9,0.5977244652769821,-0.4559342781732505
10,-0.7816944620480284,2.2882802466833496
11,2.426195938033386,-1.8839972367891247
12,3.6932405058786326,-0.22953280019110356
13,0.804349904154409,-1.0629730828466126
14,-1.1821279366527904,-0.11844365714641385
15,-1.55936539369964,0.8582298526510983
16,1.9408358563969967,-0.8815572176401427
17,-0.5697260965285708,-0.5460589874039715
18,0.20363473959346945,-0.8524615764454654
19,3.816142297000671,1.2818957697220303
20,0.5936663958633563,-0.2790899225495427
21,1.0283953129183643,0.4665973833259091
22,0.28243922515157227,-0.6879920010118826
23,1.4550717497924883,0.2297432259623123
24,0.1344373128280587,-0.32753399934565525
25,-0.6896021803374549,-0.3174249372437277
26,1.3093248187898447,-0.8299618105965605
27,-1.313717437380317,-0.22549415928122665
28,1.1557611386853162,0.6106317941519072
29,2.5880763228158083,-0.47719122297334715
30,5.869068498874311,-0.5758739092931668
31,1.7742874030523093,0.5553931541180034
32,2.067900089742464,0.6356623769976177
33,5.205275871405831,5.671711394182779
34,1.0326711231017662,1.3246563468149433
35,3.342495074226372,2.3321468616629986
36,-0.5638888617109988,-1.1434269372794394
37,-1.7029436456834979,0.3179511995391576
38,-0.6904365732273395,0.8201019872511536
39,4.068398281936785,-0.9715227953896741
40,0.6480605686512657,-0.6287259359733375
41,2.1782665841265727,0.3610371565649973
42,-0.9313797954925438,0.2545382139360291
43,-2.1282604696609537,-0.24171394374678834
44,1.1727794341751523,1.1230566617239337
45,2.011898355560948,-0.6659807279519367
46,4.6461454159439075,2.5516486894410626
47,3.808992191849727,-0.7333372061610917
48,0.7202153118246454,-0.8911463756146422
49,3.0070200161620084,-0.7752895354254639
50,-0.7398460635140685,-1.7080116873719313
51,4.453689614136796,0.5325379975580304
