,principal component 1,principal component 2
0,-0.633489015773095,-0.7382375336910707
1,-0.3644702136043142,-1.6993018221285434
2,0.17977684186173779,-1.797594807402845
3,0.1743437406987244,-2.1774983689256824
4,-0.3532935546249687,-1.9159895785275938
5,3.063545311851353,0.9325531875099301
6,2.64063903946855,0.29474188475361673
7,-0.74608307463745,-2.0786165186827676
8,0.25627468996286346,-1.2784034648657008
9,3.8666795876252067,-0.11407652581229333
10,2.930252240508662,1.0828692056681741
11,0.8932398880160891,0.01492175905117139
12,0.7340258571197981,-1.78400244194432
13,3.1753775485611575,2.2204566264816563
14,3.1448845356948842,0.44419604323871376
15,-0.27670842181684546,-2.354987310966327
16,0.8641847826390364,-0.6490952941997836
17,0.5189235596116002,-1.5386320473570085
18,0.7340258571197981,-1.78400244194432
19,-0.5588518151688017,-0.7614060298947237
20,-0.3756325420574344,-0.9878907347212488
21,0.6167923419054417,1.2792952040708865
22,-0.8310111547266084,-2.4516234130794885
23,-0.9896956102135411,0.3168790693327681
24,3.783960809381097,0.7271190377164861
25,3.024917124740954,0.6145441075050934
26,0.9984936669985967,-1.231245860483716
27,-1.0004758956986466,-0.44777562396416287
28,3.3860766566819045,0.8378747891648006
29,0.05550598774383364,-0.8409279335531353
30,3.51199892847431,0.4749184395821837
31,2.948836861084127,0.8831082052289869
32,-1.240833853016735,-0.07885930244674602
33,-0.08704977801921979,-1.599066866917347
34,1.25081563152195,-0.5319630556488627
35,3.0273383967351712,0.4191004847052682
36,1.1599013897625603,-0.18415262779286495
37,1.0927347482276195,-0.1463704254528559
38,-1.7680326584628643,-1.854662505259331
39,-1.7831063407804733,-0.8018905140691674
40,0.09259717848474532,1.057028618991256
41,-1.60615183695392,-1.5733323797569587
42,-0.6703197121190597,-0.46602388353382707
43,-0.6111267107401273,-1.1965631050875303
44,-2.496810170973659,1.3285350414305352
45,-0.9730921382630339,-2.1480926672296663
46,0.5200881846523776,0.17221367337251317
47,1.739194820953002,-1.4006102729710337
48,-0.13033085007059467,-1.1590556479245728
49,3.798570298986995,0.6770179986860873
50,2.194768288926063,-0.8518968000669473
51,1.650284019515012,0.46400426656528293
52,-2.3266698366770995,1.6306042507426837
53,-1.1408510978053006,-1.1601203783394498
54,2.1353420907393703,-0.0829743598022702
55,-1.1634735290654974,-0.24420323440450367
56,2.565133397160123,-1.2425979110601535
57,-1.8810963681463444,1.3541670466531783
58,-1.5438232625385255,-0.37632159530848214
59,-2.2575650108856604,0.7066716856227675
60,-2.1232614294966656,1.5539675599732532
61,-1.6721643265005044,-2.121609060447455
62,1.8075057549761937,-0.724917805130894
63,2.011028484966301,-1.2097993889652976
64,3.671608022304024,-0.28364911952521354
65,-1.943301814840955,-0.6091432073817806
66,0.23526849046364634,1.2398749627061671
67,-0.5638636512473031,-1.1509982381320463
68,-1.9717777566680705,-0.0713064488848837
69,-0.3784971745241664,-0.7975656578255998
70,0.13270786010161548,-0.06876281831000304
71,-0.7635910738988977,-1.0968312325102807
72,-0.9599003182543537,0.1355890625074962
73,-1.3322207432435602,1.1756247012159033
74,-0.5771884633534767,0.09711833608779029
75,-1.7345181887224772,-0.19854899284451089
76,-0.42139298778764833,0.7375462626942041
77,-0.6984064473956866,0.7938477332023306
78,-1.5476461367920287,-0.014851127720810655
79,-0.22910846919320405,1.2213164175004878
80,-0.6808107288346076,-0.7241828769035573
81,1.328205147345289,0.2887717744102103
82,-0.6737743741067119,2.3825753818993842
83,1.3400666090723654,-1.124119217365468
84,-0.8739942359916479,0.28776694172703354
85,2.44341811482125,0.059779439457647236
86,-1.558713588701912,-0.1441548203391242
87,0.06707143605479923,-0.12427580829677327
88,-0.7915552836835598,2.5120851949527467
89,-0.6138584059344057,-1.0253461816127556
90,-0.7818243380100808,2.566164411593983
91,-1.4772881446318364,2.943998452660055
92,0.2621923593975451,2.0573056019880354
93,1.7425225879881607,0.47280439506875427
94,0.5859712382725681,2.24599086655184
95,-2.1641252517396596,-0.42766457331357327
96,0.03589020797118415,0.9758217284091457
97,-1.7847763105395815,0.3178150304286855
98,-0.00037754433668582576,-0.12133611731568684
99,2.2710806269605004,1.8380295532426847
100,0.7733081690138243,-0.14179164933382876
101,-0.38287698031893136,3.9558746831550717
102,-0.9641141575321238,0.22671451831816392
103,-0.15982687348951996,0.39445673664073083
104,2.9141880427046436,0.08089216850224121
105,0.9668598539619166,1.6666974390202844
106,-1.1939349908301198,0.11660417980161868
107,-0.6201120934698062,0.2619848248033037
108,2.0516519189415297,-0.5462055130606047
109,-1.6602181111028946,-0.4002034261154275
110,-0.9129169011346765,0.4555900973706096
111,-0.6610999288403769,-0.7024678770224311
112,-0.5102707280321099,-0.47155664964028754
113,-0.2806523726494043,-0.9762557857183289
114,-1.2014846212440282,-0.6916336278347655
115,-0.3105854623153619,0.013923337321417074
