,principal component 1,principal component 2,artists
2119,0.236251217,-0.951687457,Bob Dylan
2120,-0.539980733,1.360595378,The Beatles
2121,-2.120831027,-0.90091013,The Beach Boys
2122,-0.143109861,-0.731562944,The Beatles
2123,0.996153349,0.905005518,The Beatles
2124,-2.909468172,1.988854228,The Beatles
2125,1.187184424,1.074724142,The Beatles
2126,-0.939032378,1.487550935,The Rolling Stones
2127,-1.468121148,0.042102654,The Beach Boys
2128,3.451241032,0.458917603,Frank Sinatra
2129,-0.923042717,-0.050167589,The Rolling Stones
2130,-1.904289907,1.075863152,The Beatles
2131,0.691598208,2.419864278,The Beatles
2132,-1.748000633,2.389912549,The Beatles
2133,-0.574119818,0.811683714,The Beatles
2134,-0.459232225,-0.996820647,The Beatles
2135,-0.170376386,0.560086644,Johnny Cash
2136,-0.751564919,0.631022701,The Beatles
2137,-1.201718519,-0.71234121,The Beatles
2138,-0.3849699,1.373330494,The Beatles
2139,-0.460422729,-1.423639104,The Beatles
2140,-0.258825776,-0.329165413,Elvis Presley
2141,2.485614888,1.062389142,The Beatles
2142,1.434521771,-0.570305486,The Beatles
2143,0.23255954,0.145901867,The Beatles
2144,1.689519168,1.672791875,Johnny Cash
2145,1.11540458,-0.264961875,Johnny Cash
2146,-1.597751509,-0.475263531,The Beatles
2147,0.224659359,-0.188225235,The Beatles
2148,-0.673829306,1.768141191,The Beatles
2149,-0.786809802,0.523962516,Johnny Cash
2150,2.244230038,2.486458182,The Beatles
2151,-0.878900071,0.451533259,Johnny Cash
2152,-1.252024105,-0.3643622,The Beatles
2153,-1.54205827,0.674859181,Johnny Cash
2154,1.563951276,-0.129651786,Johnny Cash
2155,2.395002423,0.220631367,Johnny Cash
2156,0.926250228,0.583334915,Led Zeppelin
2157,-1.163874292,-0.619310098,The Rolling Stones
2158,-0.22252568,-0.699840084,Led Zeppelin
2159,-0.730171215,0.064591583,Johnny Cash
2160,-1.85043114,2.254535055,Led Zeppelin
2161,-1.758964517,0.052575328,The Beatles
2162,0.870992257,0.737010741,Led Zeppelin
2163,-0.212881003,1.472036161,Led Zeppelin
2164,-0.854539553,-0.214619149,Led Zeppelin
2165,-0.862153473,0.526337865,Led Zeppelin
2166,-0.449487327,0.045874704,The Beatles
2167,-1.215358483,1.170689465,Led Zeppelin
2168,-0.151997985,-0.299586965,Johnny Cash
2169,0.170580305,-0.060695523,Led Zeppelin
2170,-2.043628073,0.003938671,Led Zeppelin
2171,-1.260702462,-0.1297438,The Beach Boys
2172,-0.558899252,0.436115506,Led Zeppelin
2173,-0.341403845,-0.045259706,Led Zeppelin
2174,0.319884765,2.505545149,Led Zeppelin
2175,0.121175184,2.459709544,Led Zeppelin
2176,-1.19960064,-1.258741,The Beach Boys
2177,3.607472481,0.343352938,Frank Sinatra
2178,0.475180576,-0.207498164,The Rolling Stones
2179,1.690887839,0.744522541,Led Zeppelin
2180,-0.723378939,1.682614222,Led Zeppelin
2181,-1.53443299,1.332295586,The Beatles
2182,0.438096514,0.773223546,Led Zeppelin
2183,0.545702409,0.044263707,Led Zeppelin
2184,-1.888518575,1.130286618,Led Zeppelin
2185,-0.32174157,1.209994758,Johnny Cash
2186,-0.820901735,1.128934717,Led Zeppelin
2187,-1.435862376,0.255549543,Led Zeppelin
2188,1.508539424,-0.354272226,The Beach Boys
2189,1.724565461,1.160701188,Led Zeppelin
2190,-1.735509993,-1.17894613,The Beatles
2191,-0.888381806,1.98328503,The Beatles
2192,0.56470546,0.197925342,The Beach Boys
2193,-0.871830349,1.17969063,The Beatles
2194,-2.232159332,0.642582218,Led Zeppelin
2195,-2.111126694,1.218060717,Led Zeppelin
2196,-0.53896003,-0.592066999,The Rolling Stones
2197,-1.776292606,1.726387712,Led Zeppelin
2198,-1.259669958,0.030162956,Led Zeppelin
2199,-2.442179407,-0.795890926,The Rolling Stones
2200,-1.600275188,1.351288629,Led Zeppelin
2201,-3.174398879,-0.386390581,The Rolling Stones
2202,1.713175639,-0.033679379,The Beach Boys
2203,-1.693901704,1.15814852,The Rolling Stones
2204,-1.192844643,-0.03256266,Led Zeppelin
2205,-0.882094727,0.47633197,The Rolling Stones
2206,-2.793217246,0.269576448,The Rolling Stones
2207,-1.599282583,1.758090999,The Rolling Stones
2208,-0.627684545,0.523681431,The Rolling Stones
2209,-3.010738679,1.718401316,The Rolling Stones
2210,-0.434936693,-0.123757304,Johnny Cash
2211,-0.602095137,0.009267885,The Beatles
2212,1.721165723,2.061291783,Led Zeppelin
2213,-0.827326385,0.358319122,Led Zeppelin
2214,-1.741493865,0.76002354,The Rolling Stones
2215,1.204651189,0.463419215,Elvis Presley
2216,-0.103958293,0.812114675,Led Zeppelin
2217,-1.85639027,-0.018960508,Led Zeppelin
2218,-1.306989313,1.576436446,Led Zeppelin
2219,-1.672257192,0.230743308,Led Zeppelin
2220,1.891457218,1.81058534,Led Zeppelin
2221,-0.018949625,0.157271209,Bob Dylan
2222,-1.344402965,-1.229898179,Bob Dylan
2223,-1.298644364,1.33830916,Led Zeppelin
2224,1.99628145,0.044517724,Bob Dylan
2225,-1.378086101,-0.088602848,Led Zeppelin
2226,-2.693378238,0.72941132,Led Zeppelin
2227,1.28829657,0.974403585,Led Zeppelin
2228,-0.611585008,0.851521407,Led Zeppelin
2229,0.612142746,0.28982677,Led Zeppelin
2230,-1.509376005,0.680028264,Led Zeppelin
2231,1.605258443,-0.100799773,Bob Dylan
2232,2.040173432,1.944966435,Led Zeppelin
2233,-2.476141978,2.331352873,Elvis Presley
2234,-0.091757071,-0.358199258,Bob Dylan
2235,-1.20030791,-0.047271581,Led Zeppelin
2236,-1.315397492,2.220259292,Led Zeppelin
2237,1.238239429,-0.329911976,The Rolling Stones
2238,2.475854197,1.989622577,Elvis Presley
2239,-2.874596354,-0.776159495,The Rolling Stones
2240,-1.428780126,2.220804239,Johnny Cash
2241,-1.692734647,0.950348645,The Rolling Stones
2242,-1.230335702,0.850062511,Led Zeppelin
2243,-2.320218611,-1.299729129,The Rolling Stones
2244,-1.878870055,-1.063784161,The Rolling Stones
2245,3.140581211,0.917144641,Frank Sinatra
2246,-0.532734927,-0.457981238,The Rolling Stones
2247,-0.785131862,0.097873504,Johnny Cash
2248,1.204370809,-0.195494337,Frank Sinatra
2249,-2.553676633,-1.697715066,Eminem
2250,-2.932569436,0.187925172,Eminem
2251,-1.858963268,-0.666435061,The Beatles
2252,-2.032860705,0.607249729,The Beatles
2253,2.077565006,-0.418421987,The Beatles
2254,-1.959484848,0.145320138,The Beatles
2255,-0.867925489,0.327963867,The Beatles
2256,-1.90569104,-0.510169265,Eminem
2257,-2.236691338,-0.420588516,Eminem
2258,-2.816330896,-1.25107967,Eminem
2259,-0.348590337,-0.429980269,Johnny Cash
2260,-0.03217698,-0.72173093,The Beatles
2261,-2.630894923,-1.616708807,Eminem
2262,-1.259100705,1.168687792,Johnny Cash
2263,-1.012695828,-0.338732318,Johnny Cash
2264,-2.263317232,-1.089477016,Eminem
2265,-2.633052501,-1.093430323,Eminem
2266,-3.022609624,-0.964984329,Eminem
2267,-1.238701736,-0.471223374,Elvis Presley
2268,1.165429424,-0.46156829,Johnny Cash
2269,-1.816504216,-0.61049603,Eminem
2270,-3.079491627,-1.713624009,Eminem
2271,-2.309654107,0.930378796,The Rolling Stones
2272,-2.826478162,0.520988542,Eminem
2273,-2.749004003,0.550710481,Eminem
2274,-0.095623942,0.429235345,The Beach Boys
2275,-0.433120155,-1.037743523,Drake
2276,-1.537795318,0.90064653,Drake
2277,-2.732220063,0.849321739,Eminem
2278,-1.820811103,-0.967581372,Drake
2279,-0.328527852,1.810519776,Drake
2280,-2.041978057,1.021978102,Drake
2281,-0.867306896,-0.629441199,Drake
2282,-1.962290486,-0.933589518,Drake
2283,-0.464965521,0.297434688,Drake
2284,-1.486623179,1.057036297,Drake
2285,-0.199065851,-0.338604184,Drake
2286,0.856897297,-1.012740182,Drake
2287,0.286400283,-0.739806726,Drake
2288,-1.785639033,-1.10401857,Drake
2289,-1.469594545,-1.241275957,Drake
2290,-0.62299846,-1.939381645,Johnny Cash
2291,-0.710627771,-2.120460911,Johnny Cash
2292,-0.831011155,-2.451623413,Johnny Cash
2293,3.452005104,-0.553554968,Elvis Presley
2294,0.825580993,-0.240035274,Frank Sinatra
2295,-0.601454035,-1.107322295,Elvis Presley
2296,0.527454291,-0.858239655,Elvis Presley
2297,2.279241401,-0.140967214,Frank Sinatra
2298,2.719753829,-0.218438825,Elvis Presley
2299,-0.420934679,-0.467255482,Elvis Presley
2300,3.606007959,-0.234081124,Elvis Presley
2301,0.638180362,-1.218112388,Elvis Presley
2302,-0.575911556,-2.564256232,Johnny Cash
2303,3.530719837,0.122382769,Frank Sinatra
2304,0.734025857,-1.784002442,Johnny Cash
2305,3.306494556,0.571832169,Elvis Presley
2306,0.84960148,-0.438200639,Elvis Presley
2307,-1.009841887,-1.930648339,Johnny Cash
2308,-1.749752718,0.567938099,Johnny Cash
2309,-1.171037256,-1.538263563,Elvis Presley
2310,2.772191141,0.171565357,Frank Sinatra
2311,3.21893696,0.023564072,Elvis Presley
2312,-0.989141316,-0.389840199,Johnny Cash
2313,3.226528909,0.190626014,Frank Sinatra
2314,0.475280295,-1.771503451,Elvis Presley
2315,1.071365249,-1.202642399,Johnny Cash
2316,1.750444385,-1.146895037,Elvis Presley
2317,3.047864658,1.410210613,Frank Sinatra
2318,0.944451373,-0.832208706,Frank Sinatra
2319,3.748582361,0.958315853,Frank Sinatra
2320,0.641434811,-0.796835609,Frank Sinatra
2321,0.283856576,-1.686054706,Elvis Presley
2322,1.321151559,-0.668884476,Frank Sinatra
2323,0.271513633,-1.431420054,Johnny Cash
2324,3.034164004,1.862575663,Frank Sinatra
2325,-0.746083075,-2.078616519,Johnny Cash
2326,3.149213129,-0.609106726,Elvis Presley
2327,-0.129218742,-1.134554141,Johnny Cash
2328,-0.94772901,-1.534106408,Elvis Presley
2329,-1.235730336,-1.008677667,Elvis Presley
2330,0.090773696,-1.338176865,Elvis Presley
2331,1.306883333,-1.175738006,Elvis Presley
2332,-0.825337806,-1.55925024,Elvis Presley
2333,-0.97941195,-1.751983099,Elvis Presley
2334,-0.942049586,-0.266698436,Elvis Presley
2335,-0.650310304,-1.849506623,Johnny Cash
2336,2.75707969,-0.408860987,Elvis Presley
2337,-0.034680106,0.320169776,Johnny Cash
2338,3.01097554,-0.131923074,Elvis Presley
2339,1.73830947,-1.188634742,Elvis Presley
2340,-0.070203972,-1.098511309,Elvis Presley
2341,-0.298365968,-1.091904722,Elvis Presley
2342,3.473613954,-0.509687779,Elvis Presley
2343,2.888334172,-0.367602424,Elvis Presley
2344,3.039766683,-0.546506362,Elvis Presley
2345,3.257734202,0.718756564,Frank Sinatra
2346,-0.267792652,0.264702815,Elvis Presley
2347,-0.322408578,-1.48898501,Elvis Presley
2348,1.859438697,-1.073207625,Elvis Presley
2349,2.656120453,-0.389062782,Elvis Presley
2350,-0.096384895,-1.640550291,Frank Sinatra
2351,0.091077997,0.234397086,Frank Sinatra
2352,1.20246368,-1.286952626,Frank Sinatra
2353,0.717897816,-0.670122448,Frank Sinatra
2354,0.25737051,-0.715295244,Frank Sinatra
2355,-0.857739575,-0.344839608,Bob Dylan
2356,3.150279441,-0.230989496,Frank Sinatra
2357,0.232843049,-1.821456729,Elvis Presley
2358,0.917323586,-1.665827471,Bob Dylan
2359,0.414310689,-1.146172709,Bob Dylan
2360,-0.04118657,-1.609380692,Frank Sinatra
2361,-2.214941642,-1.128625423,The Beach Boys
2362,0.094292124,-1.082857081,Bob Dylan
2363,-0.727439917,-0.527477401,Bob Dylan
2364,-0.270823361,0.404348226,Bob Dylan
2365,-0.869216335,-1.290705821,Elvis Presley
2366,3.174928629,0.332222318,Johnny Cash
2367,-1.481147921,-0.767576885,The Beach Boys
2368,0.536838035,-0.296688019,The Beach Boys
2369,-1.353754922,-1.500647745,Elvis Presley
2370,2.867546518,-0.788253079,Bob Dylan
2371,0.5455965,-1.234319543,Johnny Cash
2372,-1.369419493,-0.413097304,The Beach Boys
2373,-1.584011676,-0.509478429,The Beach Boys
2374,-2.149128068,-0.361342779,The Beach Boys
2375,-1.089879018,1.916612339,The Rolling Stones
2376,2.25834653,-1.810943469,Bob Dylan
2377,-1.367224651,-1.613110217,The Rolling Stones
2378,0.264803677,-1.572429908,Frank Sinatra
2379,0.520895466,0.179554409,Bob Dylan
2380,-2.397652577,-0.283939697,The Rolling Stones
2381,-0.727637262,-0.346129234,The Beach Boys
2382,0.887523514,-0.411229264,Johnny Cash
2383,2.736849171,-0.620519959,Bob Dylan
2384,0.808252365,0.152630188,Bob Dylan
2385,-0.637222731,-1.230290088,The Rolling Stones
2386,-0.509697586,-1.508238524,Bob Dylan
2387,-0.575437459,-1.687145798,Bob Dylan
2388,-0.92952547,-1.558060873,Bob Dylan
2389,1.308014347,0.259619716,Bob Dylan
2390,0.290821542,0.113036245,The Beach Boys
2391,2.254748392,1.659116497,Bob Dylan
2392,1.646586796,-0.805761026,The Rolling Stones
2393,0.156540537,0.148455573,The Beach Boys
2394,-0.262735568,0.597488295,Bob Dylan
2395,0.925025066,-1.366934862,The Rolling Stones
2396,0.638668685,-0.557805503,The Beach Boys
2397,-1.086703531,1.674271819,The Rolling Stones
2398,0.963243457,0.135500083,The Beach Boys
2399,-2.023009004,-1.081084671,The Beach Boys
2400,-1.804973267,-1.148253759,The Rolling Stones
2401,-2.723534033,-0.960941094,The Rolling Stones
2402,0.018370642,-1.01833354,The Beach Boys
2403,-0.473771612,-0.036363697,Bob Dylan
2404,-1.864314937,-0.623387746,Bob Dylan
2405,2.404564302,0.99054907,The Beach Boys
2406,-1.626862331,-0.551879363,Bob Dylan
2407,-0.09527984,1.287763615,The Beach Boys
2408,-1.433904178,-0.844501147,The Beach Boys
2409,2.339219692,0.205740472,Frank Sinatra
2410,1.934087928,1.558898276,The Beach Boys
2411,0.716004977,0.082394931,The Beach Boys
2412,0.386661166,0.302245265,Bob Dylan
2413,-0.499485043,0.954852625,The Beatles
2414,-1.60890206,-0.640933552,The Beatles
2415,-0.876881184,-0.107402616,The Rolling Stones
2416,-1.797791299,2.499167835,The Beatles
2417,-1.677431633,-0.742967798,The Beatles
2418,-0.123786056,-1.138328153,The Beatles
2419,-0.901891591,0.56027616,The Rolling Stones
2420,2.539370798,1.508738928,Elvis Presley
2421,1.58470067,-0.552339469,Bob Dylan
2422,3.456838983,0.374063237,The Beach Boys
2423,-0.789587947,0.66498893,The Rolling Stones
2424,-1.218160134,-0.732220346,The Beatles
2425,0.743556762,2.581804478,The Beatles
2426,-1.459244354,-0.833703784,The Beatles
2427,-0.119046563,-0.90279742,The Beatles
2428,-0.073562729,1.054478115,The Rolling Stones
2429,0.800625489,-0.900703503,Bob Dylan
2430,1.464353169,3.362329935,The Beatles
2431,-1.616763101,1.248125924,Johnny Cash
2432,1.304505523,1.011419724,The Rolling Stones
2433,0.147362912,-0.464823638,Johnny Cash
2434,-0.063740792,-1.448744169,Elvis Presley
2435,-1.157881263,0.69270519,The Rolling Stones
2436,-0.370804664,1.69699177,Elvis Presley
2437,0.74377857,2.407270681,Led Zeppelin
2438,0.576424882,-0.251089796,Led Zeppelin
2439,-2.220038351,2.886180062,Led Zeppelin
2440,-0.952433645,0.173802782,The Beatles
2441,1.794764832,1.457656792,The Beach Boys
2442,1.248202613,-1.125719112,Bob Dylan
2443,0.367549519,0.095735461,The Rolling Stones
2444,-0.218743431,0.022175868,Led Zeppelin
2445,-0.854539553,-0.214619149,Led Zeppelin
2446,-0.125305204,0.187248717,The Beatles
2447,-0.22252568,-0.699840084,Led Zeppelin
2448,0.870992257,0.737010741,Led Zeppelin
2449,-2.178152676,-0.234831672,Led Zeppelin
2450,-1.215358483,1.170689465,Led Zeppelin
2451,-0.212881003,1.472036161,Led Zeppelin
2452,0.035861787,2.514571801,Led Zeppelin
2453,-0.862153473,0.526337865,Led Zeppelin
2454,0.309694562,1.054204032,The Rolling Stones
2455,-0.793317011,1.486349741,The Beatles
2456,-0.870660032,-0.30516152,The Rolling Stones
2457,1.047762554,-0.160408999,Elvis Presley
2458,-0.491042433,-0.658260113,The Rolling Stones
2459,0.233218793,-0.888538214,The Beatles
2460,-1.371561849,1.040149152,Led Zeppelin
2461,2.743505245,1.936870361,Elvis Presley
2462,-1.308832594,-0.874417283,Bob Dylan
2463,-1.710732562,-1.567574835,The Beatles
2464,-2.506266818,1.233471394,The Beatles
2465,-0.313377587,0.342926595,The Beatles
2466,0.193521291,-2.061117628,Elvis Presley
2467,0.204824489,0.336862124,Led Zeppelin
2468,-1.891946568,0.199975682,The Rolling Stones
2469,-2.164726442,0.659028536,Led Zeppelin
2470,-1.776292606,1.726387712,Led Zeppelin
2471,1.826183586,0.190849168,Led Zeppelin
2472,-1.479924298,1.683122959,Led Zeppelin
2473,3.207279469,0.022848922,Frank Sinatra
2474,0.438627315,0.136512653,The Beach Boys
2475,0.204824489,0.336862124,Led Zeppelin
2476,1.494504836,0.226698676,The Rolling Stones
2477,-2.023942574,0.12768378,The Rolling Stones
2478,-0.342899417,-1.604755853,Johnny Cash
2479,-2.124347712,2.70323208,The Rolling Stones
2480,-0.846064774,1.407631263,Led Zeppelin
2481,2.545228231,-0.015797617,The Beach Boys
2482,-1.400376004,0.632838862,The Beach Boys
2483,-3.088884437,1.018637464,The Rolling Stones
2484,-1.599282583,1.758090999,The Rolling Stones
2485,-1.760548606,1.104772542,The Rolling Stones
2486,4.023398225,0.466268162,Frank Sinatra
2487,-0.844832751,-0.830848618,The Beach Boys
2488,-1.63850679,-0.271313113,The Beatles
2489,-0.103958293,0.812114675,Led Zeppelin
2490,-1.51319143,1.897636162,Led Zeppelin
2491,-1.85639027,-0.018960508,Led Zeppelin
2492,0.619558257,-0.290438007,Bob Dylan
2493,2.409226033,-0.443159849,Bob Dylan
2494,-1.705353325,0.091852409,Led Zeppelin
2495,-0.598081505,-0.232130707,Led Zeppelin
2496,0.934442178,-0.643576591,Bob Dylan
2497,-0.793204107,-0.588915548,Led Zeppelin
2498,-0.072357363,0.142496007,Bob Dylan
2499,2.016410162,-1.409182807,Bob Dylan
2500,-1.053348678,0.667921988,Led Zeppelin
2501,-0.658108773,-0.596665576,The Beach Boys
2502,-0.995147159,-0.335719949,The Rolling Stones
2503,-0.130555998,0.104153919,Bob Dylan
2504,-1.568461354,1.133912361,Led Zeppelin
2505,-1.301871669,-1.004095384,Bob Dylan
2506,-1.95578803,0.267321285,Led Zeppelin
2507,-1.415801679,-0.516883258,Led Zeppelin
2508,-2.528323238,0.525256424,The Rolling Stones
2509,-1.569151992,0.224292456,Led Zeppelin
2510,-1.192018375,-0.830383083,Bob Dylan
2511,-1.023286767,3.048142715,The Beatles
2512,-0.162452559,-1.117531403,The Beatles
2513,-2.315499083,0.94202798,The Rolling Stones
2514,-1.579698992,0.222910704,The Rolling Stones
2515,2.351561871,0.670994378,Frank Sinatra
2516,-2.014421059,-0.371248364,Eminem
2517,0.546072034,-0.338141033,Frank Sinatra
2518,-1.966156953,-0.82127277,Eminem
2519,-2.080348392,-1.823238266,Eminem
2520,-2.764044264,0.239412187,Eminem
2521,0.296130941,0.010940972,The Beatles
2522,-2.601721136,-1.349097059,Eminem
2523,-2.597208521,2.330421386,Eminem
2524,-1.75770512,-1.110852019,The Beatles
2525,-2.256560548,-0.217236514,The Beatles
2526,-1.457547666,-0.634352019,The Beatles
2527,-1.971095753,-0.630239774,The Beatles
2528,-2.527793667,0.704723904,The Beatles
2529,-2.783669409,-0.805110246,The Beatles
2530,-2.101541448,-0.9069659,The Beatles
2531,-2.192959233,0.018680337,The Beatles
2532,-0.759936487,0.152505776,The Beatles
2533,-2.676793935,-1.210077986,Eminem
2534,1.66821792,-0.415729591,Elvis Presley
2535,-0.556850558,-1.552170266,Johnny Cash
2536,1.087333842,-0.67881449,Johnny Cash
2537,-0.93999727,-1.415165235,Johnny Cash
2538,-2.198953312,-1.012518544,Eminem
2539,1.779290142,0.322954053,Johnny Cash
2540,-1.982833964,1.478433891,Eminem
2541,-1.058892359,-0.401212634,Drake
2542,-3.222683838,-1.46112281,Eminem
2543,-2.496859073,-0.168282227,Eminem
2544,1.934095453,-0.100947676,Drake
2545,-0.445015183,0.650930783,Drake
2546,-1.667768405,1.182583716,Drake
2547,0.589956882,0.863324028,Drake
2548,0.942785469,0.4882031,Drake
2549,-3.146004884,1.591632061,Eminem
2550,-3.071782548,-0.283926862,Eminem
2551,-0.854834125,0.919380104,Drake
2552,-2.027467524,1.580686974,Eminem
2553,-2.088073874,0.697999809,Drake
2554,-2.169266481,-0.393735104,Eminem
2555,-1.13334317,-0.690970667,Drake
2556,3.375718307,1.902804376,Frank Sinatra
2557,-0.575911556,-2.564256232,Johnny Cash
2558,-0.724254484,-1.027548889,Elvis Presley
2559,3.279990772,1.421221027,Frank Sinatra
2560,0.951790019,-1.137961907,Elvis Presley
2561,1.036452583,-0.325966689,Frank Sinatra
2562,-0.024431962,-1.568563437,Elvis Presley
2563,-1.314192312,-1.650204419,Johnny Cash
2564,3.328826034,-0.415607594,Elvis Presley
2565,3.71984499,0.462995063,Frank Sinatra
2566,0.788889363,-0.666577104,Frank Sinatra
2567,3.1434853,0.930276528,Frank Sinatra
2568,3.803896017,-0.508969791,Elvis Presley
2569,1.220350051,-1.299905473,Elvis Presley
2570,4.239920166,-0.358676354,Elvis Presley
2571,0.864907427,-1.145998456,Frank Sinatra
2572,0.731074608,0.780764205,Frank Sinatra
2573,0.636158832,-0.840788607,Frank Sinatra
2574,0.678226997,-1.112055484,Frank Sinatra
2575,-0.276708422,-2.354987311,Johnny Cash
2576,1.255024842,-0.503967494,Frank Sinatra
2577,-0.742613109,-1.037926784,Elvis Presley
2578,3.34204119,1.034196163,Frank Sinatra
2579,3.027688109,0.893582827,Frank Sinatra
2580,2.644556331,-0.552063682,Elvis Presley
2581,-0.896513136,1.169086269,Johnny Cash
2582,-2.069214741,-1.266711772,Johnny Cash
2583,3.193565155,0.051608023,Elvis Presley
2584,-0.312819395,-0.097223565,Elvis Presley
2585,1.034910028,-1.200418504,Elvis Presley
2586,-1.397346634,0.362949011,Elvis Presley
2587,-1.197258331,-1.564916727,Elvis Presley
2588,1.493363967,-0.354448276,Johnny Cash
2589,0.529995757,-1.507531994,Frank Sinatra
2590,0.286177127,-0.661221898,Frank Sinatra
2591,1.401038121,0.517068538,Johnny Cash
2592,-0.749123723,-1.163158771,Elvis Presley
2593,2.295745422,-0.548182396,Johnny Cash
2594,0.104109206,-1.70728143,Elvis Presley
2595,0.503688243,-1.076780865,Frank Sinatra
2596,2.865270979,0.754753795,Elvis Presley
2597,0.29611846,-0.873227194,Frank Sinatra
2598,-0.716900787,-0.962916318,Elvis Presley
2599,3.809741389,0.660580707,Frank Sinatra
2600,2.021166878,-0.818587182,Elvis Presley
2601,0.106406309,-0.987929444,Elvis Presley
2602,3.340371665,0.255910858,Frank Sinatra
2603,2.801310099,-0.043783812,Elvis Presley
2604,-0.707459712,-0.954997461,Elvis Presley
2605,-0.698981056,-1.303365088,Elvis Presley
2606,-0.052036223,-1.646415599,Elvis Presley
2607,0.897149722,-0.43033711,Frank Sinatra
2608,0.78554712,-1.621030813,Frank Sinatra
2609,0.663963985,-1.162547335,Frank Sinatra
2610,0.851465715,-0.614854119,Frank Sinatra
2611,-1.502427905,-0.69170339,Bob Dylan
2612,-1.024197875,-0.685196738,Elvis Presley
2613,-0.095942176,0.164223112,Frank Sinatra
2614,3.1449566,0.843525561,Frank Sinatra
2615,2.821399333,1.34722093,Frank Sinatra
2616,0.009102895,-0.955836722,Frank Sinatra
2617,-0.593597509,-0.643560004,Johnny Cash
2618,-2.562129159,-1.546603647,The Beach Boys
2619,0.496781312,-0.788567403,The Beach Boys
2620,1.248717308,-1.059459908,Elvis Presley
2621,-1.524373094,-1.44409398,The Beach Boys
2622,-1.407400291,-2.401740231,Johnny Cash
2623,2.751545018,-1.031479211,Bob Dylan
2624,-1.507792717,-0.68933179,The Beach Boys
2625,-2.152584542,2.976277218,The Beach Boys
2626,-1.642556401,-1.323023148,The Beach Boys
2627,-0.546741837,-1.862202996,Johnny Cash
2628,1.391278202,-0.146987258,Bob Dylan
2629,-1.894134404,1.419408271,The Rolling Stones
2630,0.855894953,-1.114875727,Frank Sinatra
2631,-2.362431621,0.614299234,The Rolling Stones
2632,-1.11049584,1.208799789,The Rolling Stones
2633,0.930704746,1.201042896,The Beach Boys
2634,0.84338408,-0.783103315,Bob Dylan
2635,-0.380555478,1.089923853,The Rolling Stones
2636,-1.005320439,-0.564026936,The Rolling Stones
2637,-1.737574921,-2.17860544,The Rolling Stones
2638,-0.769708881,0.06145665,The Beach Boys
2639,-0.865148534,-1.215311199,Johnny Cash
2640,-1.328651771,0.393485489,The Beach Boys
2641,-0.494202409,-0.465638273,Bob Dylan
2642,-0.58198681,-1.350858276,Johnny Cash
2643,-0.53139246,-1.585242811,Bob Dylan
2644,-2.246538001,-1.329950666,The Rolling Stones
2645,-1.528981135,-0.814814796,The Beach Boys
2646,-1.509144576,-0.764529335,Bob Dylan
2647,-1.190653438,-1.456472853,The Rolling Stones
2648,0.215980074,-0.382378381,The Beach Boys
2649,-2.929148489,-0.413551044,The Beach Boys
2650,-0.334648747,-0.640803678,The Rolling Stones
2651,0.976401447,-0.868058698,Frank Sinatra
2652,-1.162867006,-1.230837071,The Beach Boys
2653,-0.565302248,-0.113283182,The Rolling Stones
2654,-1.702286382,-0.619392476,The Rolling Stones
2655,0.018108873,1.481307807,The Beach Boys
2656,-0.805337924,-1.084798457,The Beach Boys
2657,-0.306589387,-0.289299292,Frank Sinatra
2658,0.488033873,1.138824541,Bob Dylan
2659,0.161077275,-0.433920162,The Beach Boys
2660,-0.116908826,-0.263376874,The Beach Boys
2661,-1.650704845,2.024961921,Frank Sinatra
2662,-1.640740319,0.791795062,Bob Dylan
2663,-0.682179139,-0.226174199,The Beach Boys
2664,-1.515012721,1.500356643,The Beach Boys
2665,-1.906782158,-0.321670642,The Rolling Stones
2666,0.170493833,-0.282501589,The Beach Boys
2667,1.224635279,-0.457409092,The Beach Boys
2668,0.81122074,-0.310521135,The Beach Boys
2669,-0.556293492,0.249429336,Frank Sinatra
2670,-1.617199333,-0.192040618,The Rolling Stones
2671,-1.608105704,-0.207692283,The Rolling Stones
2672,2.167604563,-0.530335767,Frank Sinatra
2673,-0.539525234,-1.208822371,The Rolling Stones
2674,-1.175517882,-0.964160585,The Beach Boys
2675,-0.89811591,-0.682577841,The Rolling Stones
2676,-1.257053824,-1.279245048,The Beach Boys
2677,0.137011796,1.06705448,The Beatles
2678,1.619082977,0.260692351,The Beatles
2679,-0.263744516,-0.043882504,The Beatles
2680,-0.124194996,-0.971753017,The Beatles
2681,-0.468214368,-0.683722828,The Beatles
2682,-1.678420543,-0.820864226,The Beatles
2683,3.114581211,0.856185536,Elvis Presley
2684,0.563459897,0.327531495,The Beach Boys
2685,0.576328495,1.533319875,The Rolling Stones
2686,-1.501248742,-0.788489778,The Beatles
2687,-1.028386804,0.665996754,The Beatles
2688,0.129975531,1.250130315,The Beatles
2689,3.296340087,0.64633193,Elvis Presley
2690,-1.341918579,1.76661804,The Rolling Stones
2691,1.635963726,0.344345795,The Beatles
2692,0.614705992,-0.449651089,The Rolling Stones
2693,-2.839279708,0.791005495,The Beatles
2694,-0.780124422,0.544502191,The Rolling Stones
2695,-0.610452951,0.139581892,Johnny Cash
2696,-0.546361152,-0.210717912,The Rolling Stones
2697,0.058137605,0.911616311,Johnny Cash
2698,-0.860996442,-0.273211324,The Rolling Stones
2699,0.214222567,-0.063323889,The Rolling Stones
2700,-0.279329299,0.677739256,The Rolling Stones
2701,2.407392694,0.714940173,Johnny Cash
