,principal component 1,principal component 2,artists
1049,-0.672972606,-0.121041773,Elvis Presley
1050,0.677885478,1.182123359,Bob Dylan
1051,-1.551175012,-0.866711742,The Beach Boys
1052,-0.952907397,-1.234921281,The Beach Boys
1053,1.996708844,-1.847059745,Elvis Presley
1054,-0.173222629,1.435192279,Bob Dylan
1055,-1.31642107,-1.134153199,The Beach Boys
1056,0.744908374,-0.806705388,Frank Sinatra
1057,1.453807019,-1.169104792,Frank Sinatra
1058,-0.079569222,-0.877797088,Bob Dylan
1059,-0.607764826,-0.191408963,Johnny Cash
1060,-2.157163556,1.081221413,The Rolling Stones
1061,-1.4730116,-0.594650143,The Beach Boys
1062,-0.771090335,1.448087489,The Rolling Stones
1063,-1.280201825,2.005218725,Bob Dylan
1064,1.606599655,1.684199936,The Beach Boys
1065,-1.737344834,2.263030812,The Rolling Stones
1066,2.933970073,0.683305087,Frank Sinatra
1067,2.743812998,1.08001642,Frank Sinatra
1068,-2.41592533,-0.229200494,The Rolling Stones
1069,2.775113879,-0.402914009,Elvis Presley
1070,0.971148587,0.448383943,Bob Dylan
1071,2.006403818,0.206192622,The Beatles
1072,3.253259044,1.048950241,Frank Sinatra
1073,-0.713568837,-0.157666817,Bob Dylan
1074,-1.056883454,0.640670508,The Rolling Stones
1075,-0.938156769,-0.758773575,Elvis Presley
1076,1.172327773,-0.709626934,Johnny Cash
1077,0.713749333,-1.806709948,Elvis Presley
1078,-1.172195506,-0.191884886,The Beach Boys
1079,-1.694101169,2.242266537,Johnny Cash
1080,-0.912350709,-0.968506272,Elvis Presley
1081,0.309289583,-1.397759759,Elvis Presley
1082,2.720370421,-0.119365966,Elvis Presley
1083,1.687117955,-0.878452584,Elvis Presley
1084,-0.858566211,-1.170203417,Bob Dylan
1085,0.636433029,-1.003890182,Bob Dylan
1086,-1.90571969,0.370901608,Bob Dylan
1087,1.223364266,-0.179442612,Elvis Presley
1088,1.906327942,1.21863552,Elvis Presley
1089,2.759006419,0.247273142,Elvis Presley
1090,1.539576601,-0.198181873,Elvis Presley
1091,-2.262694475,-0.530015452,The Rolling Stones
1092,-0.268653106,-0.32796687,Bob Dylan
1093,-0.121434361,0.774014252,The Rolling Stones
1094,1.324336936,0.477025307,Bob Dylan
1095,1.385057216,0.379049373,Elvis Presley
1096,0.98585184,0.595254498,Elvis Presley
1097,2.631607191,4.153662392,Elvis Presley
1098,0.455139263,-0.13095691,Elvis Presley
1099,-0.277806196,-0.199915654,Bob Dylan
1100,1.314920669,0.604825681,Elvis Presley
1101,1.601066739,0.690851996,Elvis Presley
1102,-1.652428667,2.288269148,Elvis Presley
1103,0.233459745,-1.161580207,Johnny Cash
1104,-0.900450052,1.776102893,Frank Sinatra
1105,-0.178229213,1.504471331,Bob Dylan
1106,-1.572074873,0.007187924,Bob Dylan
1107,-1.911476056,2.022723144,Bob Dylan
1108,-0.185919801,-0.489627556,Bob Dylan
1109,0.113579361,-0.900754744,Bob Dylan
1110,-1.741829372,2.318734559,Bob Dylan
1111,0.151445663,2.289816018,Bob Dylan
1112,-0.591260986,0.475866174,Bob Dylan
1113,-1.318744524,0.410849185,Bob Dylan
1114,-0.554696376,-0.625640233,Bob Dylan
1115,-1.523803238,2.687776412,Bob Dylan
1116,-0.923499852,1.118226565,Bob Dylan
1117,-0.021973284,0.151414571,The Beach Boys
1118,1.995994044,-0.583745627,Frank Sinatra
1119,-2.058067756,1.417352982,The Rolling Stones
1120,-3.140374378,-0.237646374,The Rolling Stones
1121,-1.351787003,1.085679915,Bob Dylan
1122,0.249120939,-0.446737203,Led Zeppelin
1123,-1.334134288,-0.146857945,Led Zeppelin
1124,-2.510487807,-0.207297392,Bob Dylan
1125,-1.024206945,0.024175879,Bob Dylan
1126,-1.025173124,2.853647012,Led Zeppelin
1127,-1.188207847,-0.452976712,The Beach Boys
1128,0.023064538,0.249640787,Johnny Cash
1129,0.077198086,0.586245328,Bob Dylan
1130,2.373918314,-0.808800355,Johnny Cash
1131,1.206259276,1.7161041,Johnny Cash
1132,1.390401906,3.199075217,Eminem
1133,2.264946199,0.062006455,The Beatles
1134,-2.377858036,0.216776963,Led Zeppelin
1135,-1.926003277,-0.626435923,The Beach Boys
1136,-3.626748594,0.850889384,Eminem
1137,-0.421177195,-2.197743739,Johnny Cash
1138,0.610009707,-0.456874426,Drake
1139,-2.093898585,1.544520454,Eminem
1140,-0.361583954,-2.216090187,Johnny Cash
1141,-0.129218742,-1.134554141,Johnny Cash
1142,0.686368929,-1.885501242,Johnny Cash
1143,-0.434305167,-2.393632338,Johnny Cash
1144,-0.441104351,-2.127148967,Johnny Cash
1145,-0.896513136,1.169086269,Johnny Cash
1146,0.622547437,-0.73062301,Johnny Cash
1147,3.019597375,0.239133602,Frank Sinatra
1148,3.121939907,0.557193597,Frank Sinatra
1149,0.036597436,-1.96937642,Johnny Cash
1150,2.01404622,0.474804827,The Beach Boys
1151,2.018512181,0.392953831,Frank Sinatra
1152,-2.119904704,0.922165621,The Beach Boys
1153,-0.810609691,-0.791161515,Elvis Presley
1154,-1.85183426,-1.647655408,Johnny Cash
1155,3.454630603,0.033828866,Frank Sinatra
1156,-0.684324999,0.072161455,Johnny Cash
1157,2.577579718,-1.660587275,Johnny Cash
1158,0.367813384,-0.325616168,Frank Sinatra
1159,2.591183663,-0.163978227,Elvis Presley
1160,0.951965721,-0.56523928,The Beach Boys
1161,2.777639001,-1.005198875,Elvis Presley
1162,-1.472535507,-0.001694346,The Rolling Stones
1163,2.837836928,2.097076215,Frank Sinatra
1164,-1.181894414,-0.452428075,Bob Dylan
1165,3.19628225,0.424001137,Frank Sinatra
1166,1.114816594,-1.216796205,Elvis Presley
1167,0.418853648,-1.266235514,Bob Dylan
1168,-0.923085417,2.539351328,Bob Dylan
1169,0.911607627,-0.066202672,Frank Sinatra
1170,-2.290095873,0.562801176,Bob Dylan
1171,-0.355182196,0.525928352,Bob Dylan
1172,-1.604407471,2.354784981,The Rolling Stones
1173,0.012196007,-0.065828722,The Rolling Stones
1174,-0.723480456,-1.068783894,Johnny Cash
1175,-1.367526467,-0.689372203,The Rolling Stones
1176,-1.461577427,0.634274097,The Rolling Stones
1177,1.24517359,-1.260289072,Johnny Cash
1178,2.869594135,0.144138263,Frank Sinatra
1179,-1.917922866,2.470483293,The Rolling Stones
1180,-0.547748536,-1.352686081,Bob Dylan
1181,-0.476290495,-1.311395464,Elvis Presley
1182,1.60610351,-0.978682899,Elvis Presley
1183,2.642989271,-0.293340005,The Beach Boys
1184,1.073068601,0.134563205,Bob Dylan
1185,1.133639575,-0.459277954,Elvis Presley
1186,2.023981037,-0.052625291,Johnny Cash
1187,-0.646684922,-1.089153503,Elvis Presley
1188,3.434653105,0.286728219,Frank Sinatra
1189,0.26953208,2.220818671,Johnny Cash
1190,-0.059334447,-0.020273516,Johnny Cash
1191,1.032027283,0.989891012,Johnny Cash
1192,1.688048952,1.126250316,Johnny Cash
1193,-0.733653467,1.378015121,Johnny Cash
1194,-0.661573469,-0.065507533,The Rolling Stones
1195,0.694707939,2.36721181,Johnny Cash
1196,-1.103458939,1.073633412,Johnny Cash
1197,-2.315455915,1.788051186,Johnny Cash
1198,-1.3784286,-0.166823293,The Rolling Stones
1199,-2.966492779,3.161286765,The Rolling Stones
1200,2.114340685,-1.045601153,Johnny Cash
1201,0.314957634,-1.425683111,Bob Dylan
1202,-1.281712259,2.38231828,Elvis Presley
1203,2.550124882,1.900181919,Johnny Cash
1204,-0.912594221,-0.147379855,Johnny Cash
1205,2.063681446,0.122469989,Elvis Presley
1206,1.058924645,1.328546063,Elvis Presley
1207,-1.387012559,0.536090737,The Rolling Stones
1208,3.05617179,0.598303991,Elvis Presley
1209,-3.174398879,-0.386390581,The Rolling Stones
1210,0.351185758,0.331240782,The Rolling Stones
1211,-0.121434361,0.774014252,The Rolling Stones
1212,0.885595627,0.122986168,Elvis Presley
1213,1.749899248,-0.814479727,Bob Dylan
1214,-2.050171689,2.124019395,The Rolling Stones
1215,-3.023145471,-0.25037989,The Rolling Stones
1216,1.74391453,-0.174832104,Elvis Presley
1217,0.158312048,-0.731810916,Elvis Presley
1218,-0.312906466,0.959232526,Elvis Presley
1219,0.190774167,0.83252424,Elvis Presley
1220,-0.521071199,2.378033167,Elvis Presley
1221,0.158007743,0.289454861,The Beach Boys
1222,3.075788083,2.046450381,Elvis Presley
1223,1.447820093,2.224008188,Elvis Presley
1224,1.207049417,0.118098218,The Beach Boys
1225,0.710293097,0.465420479,The Beach Boys
1226,1.426181118,0.572736586,Elvis Presley
1227,-0.656370152,2.704708976,Elvis Presley
1228,2.6845817,0.368774916,Frank Sinatra
1229,-0.094065143,0.383376702,Johnny Cash
1230,-0.197145807,2.657588206,Bob Dylan
1231,-2.002759714,2.370097157,Bob Dylan
1232,-2.309596971,0.897775799,The Rolling Stones
1233,2.252568518,-0.282527666,Johnny Cash
1234,2.09030872,1.528082988,Led Zeppelin
1235,1.203139996,-0.795521353,Led Zeppelin
1236,-1.287568541,0.013029471,Led Zeppelin
1237,-0.557093415,0.545512973,Led Zeppelin
1238,1.440093126,-1.045787835,Elvis Presley
1239,1.166695109,-0.888237457,Elvis Presley
1240,1.45518774,-0.51067893,The Rolling Stones
1241,1.366630276,2.194710138,Led Zeppelin
1242,-2.348983453,2.249926539,Led Zeppelin
1243,-1.642599758,0.902841783,The Rolling Stones
1244,-1.401389283,0.761577304,Johnny Cash
1245,2.406379982,-0.07841909,Bob Dylan
1246,-1.681260843,0.627093958,Eminem
1247,-1.113711838,-0.695177103,Eminem
1248,-3.164166744,-0.55983204,Elvis Presley
1249,2.719056209,0.23671576,Johnny Cash
1250,1.679590117,0.659240626,Eminem
1251,-0.959343117,1.378636128,Led Zeppelin
1252,0.482202576,-0.33106726,Elvis Presley
1253,-0.578951426,1.28995925,Led Zeppelin
1254,-0.440036585,0.267276766,Drake
1255,-2.925727534,0.466758517,Eminem
1256,-0.289241498,-0.683894431,Drake
1257,-1.172676196,-0.016226891,Eminem
1258,-2.125028795,2.704616167,Drake
1259,-0.975238747,-0.544274453,Drake
1260,-0.575911556,-2.564256232,Johnny Cash
1261,-0.159240121,-1.735195997,Johnny Cash
1262,2.863810314,2.450916016,Frank Sinatra
1263,-0.461137856,-2.168948394,Elvis Presley
1264,1.529007363,-1.203991731,Bob Dylan
1265,1.212485302,1.558215613,The Beach Boys
1266,3.073582955,0.337602935,Frank Sinatra
1267,2.271644699,-0.101184588,Bob Dylan
1268,1.254617023,-1.021689821,Elvis Presley
1269,2.497395948,0.191702908,Frank Sinatra
1270,2.217741374,-0.387247891,Frank Sinatra
1271,3.198309368,-0.712087708,Elvis Presley
1272,0.445181707,0.071601126,The Beach Boys
1273,-1.615758638,-1.474891268,The Beach Boys
1274,-0.673351181,0.083165337,Elvis Presley
1275,-1.669979331,-1.054313851,The Beach Boys
1276,1.389834321,-1.362370031,Johnny Cash
1277,-0.776784396,-0.746856672,Elvis Presley
1278,-0.879376099,0.420169411,The Beach Boys
1279,-0.878021765,-0.403466614,Johnny Cash
1280,-0.438060488,-1.67747982,Johnny Cash
1281,-2.382550743,1.969243958,The Beach Boys
1282,-0.460406682,1.374849516,Bob Dylan
1283,0.321973074,0.008777882,The Beach Boys
1284,0.800317996,0.753818982,The Beach Boys
1285,-0.738295012,-1.219547028,Bob Dylan
1286,-0.335237268,-0.803715191,Elvis Presley
1287,-1.925126504,-0.627406278,The Beach Boys
1288,2.413638356,-0.502974343,Johnny Cash
1289,1.049472179,-0.912210452,Bob Dylan
1290,-1.516931745,1.239179007,The Beach Boys
1291,1.039651854,-1.523964476,Frank Sinatra
1292,-1.072559766,1.11233963,The Beach Boys
1293,-1.501903176,0.064918916,The Beach Boys
1294,0.353574,0.114715425,The Rolling Stones
1295,-1.014839033,-0.878638201,Elvis Presley
1296,3.21913235,0.264791584,Frank Sinatra
1297,-1.191324181,1.636874449,The Rolling Stones
1298,-1.875998247,-2.043016389,The Rolling Stones
1299,-0.579378414,0.343542546,Johnny Cash
1300,-0.582387032,0.452484046,The Rolling Stones
1301,0.183469732,-1.161741013,Bob Dylan
1302,-0.985104834,-0.203192759,The Rolling Stones
1303,-0.608354713,-0.397337671,Bob Dylan
1304,0.151319338,0.612312702,The Rolling Stones
1305,0.166075956,0.935405091,Bob Dylan
1306,0.625463831,-0.948051102,The Beach Boys
1307,2.003050526,-0.987499484,The Beach Boys
1308,0.063912459,-0.273077414,Bob Dylan
1309,0.563576757,0.139262424,The Rolling Stones
1310,0.368991618,1.006117534,Bob Dylan
1311,0.368333577,0.650381498,Elvis Presley
1312,-0.641976675,0.511587735,Johnny Cash
1313,-0.963332256,1.576596155,Johnny Cash
1314,1.171545943,-0.461608217,Elvis Presley
1315,-2.220172929,1.592017532,Johnny Cash
1316,0.522872427,0.984026599,Johnny Cash
1317,3.063184283,-0.16531654,Elvis Presley
1318,2.372647498,-0.334189036,Johnny Cash
1319,1.084319187,1.315218393,Elvis Presley
1320,-1.260265474,0.416319047,Johnny Cash
1321,2.357389214,2.503310551,Johnny Cash
1322,-2.269839102,0.712557391,The Rolling Stones
1323,0.351185758,0.331240782,The Rolling Stones
1324,-2.164568284,0.699857217,The Rolling Stones
1325,0.068153517,-0.807429249,Bob Dylan
1326,-2.130355053,3.418508234,The Rolling Stones
1327,0.69173141,-0.366667239,The Rolling Stones
1328,3.237451568,-0.16869684,Elvis Presley
1329,0.82342105,-0.440125023,Bob Dylan
1330,-1.59686556,0.683240924,The Rolling Stones
1331,-0.656015855,-0.442384998,Elvis Presley
1332,4.154474793,0.347230222,Elvis Presley
1333,1.241412334,0.723933628,Elvis Presley
1334,2.038896598,0.298656538,Elvis Presley
1335,1.047904496,2.797092453,Elvis Presley
1336,-1.062302595,3.085003136,Elvis Presley
1337,-1.302722636,-0.879606766,The Rolling Stones
1338,-2.218239929,2.422885004,Bob Dylan
1339,-2.386648952,2.612456796,Bob Dylan
1340,-2.392410789,1.68735275,Bob Dylan
1341,-2.006577342,1.134626016,The Rolling Stones
1342,-1.238556662,-0.054404291,Led Zeppelin
1343,-2.37468085,0.199726485,Led Zeppelin
1344,1.353344247,-0.763900035,Johnny Cash
1345,-0.171655096,-0.736699547,Led Zeppelin
1346,1.933498356,0.591407503,Elvis Presley
1347,0.999833235,0.963870772,Led Zeppelin
1348,-1.949975185,-1.28543184,The Rolling Stones
1349,-1.181701678,1.959366277,Bob Dylan
1350,-1.642640214,2.64913129,Bob Dylan
1351,1.203902196,-1.836812419,Johnny Cash
1352,-1.10049485,0.365403828,The Rolling Stones
1353,-2.687573839,-0.007271497,The Rolling Stones
1354,-2.549276025,1.310562174,The Rolling Stones
1355,-1.010375553,0.477883561,Bob Dylan
1356,-2.019729401,0.058524892,The Rolling Stones
1357,-0.910176647,0.363883511,Johnny Cash
1358,2.374679279,-0.220668859,Bob Dylan
1359,1.692110665,-0.123064128,The Rolling Stones
1360,1.071090395,0.246987786,The Rolling Stones
1361,-0.617816677,-0.415825364,The Beatles
1362,1.660438232,-0.639926737,Bob Dylan
1363,-1.268135823,-0.516791597,Eminem
1364,1.184227903,-0.464072848,Frank Sinatra
1365,0.843606616,-0.559757803,Johnny Cash
1366,-1.232533175,0.466823815,The Beach Boys
1367,-2.219221071,-0.467382935,Eminem
1368,-3.025424645,-1.797688556,Eminem
1369,-2.729775673,0.010574915,Eminem
1370,-2.766111305,1.46809168,Drake
1371,-3.222683838,-1.46112281,Eminem
1372,-2.1862696,-0.556464697,Drake
1373,-0.815032062,-0.262032051,Drake
1374,-1.2830143,-1.139273048,The Beach Boys
1375,-0.062665324,-0.360328516,Drake
1376,-1.609636216,-0.889727156,Drake
1377,-1.310174408,-0.520962771,Johnny Cash
1378,1.119444021,-0.996864292,Johnny Cash
1379,-0.112432814,-1.777563604,Johnny Cash
1380,-0.415525521,-2.20042883,Johnny Cash
1381,-0.477898547,-1.955263386,Johnny Cash
1382,0.001742326,-2.29373628,Johnny Cash
1383,0.438812616,0.159843109,Bob Dylan
1384,2.411485273,0.790523261,Frank Sinatra
1385,-0.866198317,-1.12299887,Johnny Cash
1386,-1.873192194,2.228426828,The Beach Boys
1387,0.038799049,1.526024591,The Beach Boys
1388,-0.038352446,-1.285732269,Elvis Presley
1389,-1.508365132,0.356740785,The Beach Boys
1390,-2.305781142,0.761361956,The Rolling Stones
1391,-1.182183996,-0.512553279,The Rolling Stones
1392,-0.502009336,-0.876155553,The Rolling Stones
1393,-1.157732663,-0.071969159,The Rolling Stones
1394,1.103492004,-2.044613332,Johnny Cash
1395,2.606671718,-0.479652575,Frank Sinatra
1396,0.445737546,1.92012653,Elvis Presley
1397,0.793800409,0.583511308,Frank Sinatra
1398,-1.804667554,1.359193535,The Beach Boys
1399,0.068134167,0.822350181,Bob Dylan
1400,0.409666323,-1.185729399,Bob Dylan
1401,0.912090336,-0.522329292,Frank Sinatra
1402,-0.812602401,-1.125695331,The Beach Boys
1403,0.661771267,-0.770028974,Johnny Cash
1404,-1.683720393,2.794548841,The Rolling Stones
1405,0.319579498,0.064724154,The Rolling Stones
1406,-0.409193011,-2.006279111,Elvis Presley
1407,-0.372917499,-1.043728759,Bob Dylan
1408,-0.872581902,-0.374100062,The Rolling Stones
1409,0.586007151,0.042817596,Bob Dylan
1410,-1.60150473,-0.341691884,The Rolling Stones
1411,-1.451169384,0.504263182,Johnny Cash
1412,0.849932835,-0.176524599,Johnny Cash
1413,-0.974967304,4.057892884,Elvis Presley
1414,-0.398100163,-0.464080489,Elvis Presley
1415,1.483813952,-0.581213699,Elvis Presley
1416,-0.015936951,-1.140823796,Johnny Cash
1417,0.335365029,1.189115758,The Rolling Stones
1418,-0.225129401,1.593804851,Johnny Cash
1419,2.381288678,-1.47603467,The Beatles
1420,0.80939717,0.178612123,Elvis Presley
1421,-2.368768715,1.390577974,The Rolling Stones
1422,-0.667097168,-0.93822534,Bob Dylan
1423,-0.917226739,1.235884632,The Rolling Stones
1424,-0.119514391,-0.941852831,Bob Dylan
1425,0.834843666,-0.376339722,Frank Sinatra
1426,0.775671888,0.636757265,The Rolling Stones
1427,1.348428344,0.018594922,Bob Dylan
1428,2.366694723,0.245597259,Elvis Presley
1429,0.69173141,-0.366667239,The Rolling Stones
1430,-1.017908341,0.917184639,Bob Dylan
1431,0.795765389,-1.109941376,Bob Dylan
1432,0.233911202,-0.374879468,Bob Dylan
1433,-2.037695325,3.164454329,The Rolling Stones
1434,0.003578112,-1.088004407,Bob Dylan
1435,0.923772505,0.073976279,Elvis Presley
1436,2.168418323,0.292491132,Elvis Presley
1437,-0.376288963,-0.521051914,Elvis Presley
1438,-0.746766964,-0.530763695,The Beach Boys
1439,0.190164386,-1.254592615,Johnny Cash
1440,0.719754894,-1.137215121,Johnny Cash
1441,-1.089902527,0.547981809,Elvis Presley
1442,-2.392137628,2.747696692,Bob Dylan
1443,-2.096972283,4.331893607,Bob Dylan
1444,-0.157464615,-0.464856991,Johnny Cash
1445,-1.906523585,-0.160520178,Led Zeppelin
1446,0.414872232,-1.511568981,Johnny Cash
1447,-1.178633967,0.767953222,Bob Dylan
1448,0.286436194,-0.36455173,The Beach Boys
1449,-1.310871396,-1.379498437,The Beach Boys
1450,0.370147459,-1.059432848,The Beach Boys
1451,-1.684790829,0.32337729,Elvis Presley
1452,-1.704078487,-0.176876243,The Rolling Stones
1453,-2.772382705,-0.273780064,The Rolling Stones
1454,-2.319572112,0.83432283,Bob Dylan
1455,-0.532509126,0.758506825,Led Zeppelin
1456,-1.827646963,1.1399159,Bob Dylan
1457,-0.396358384,1.099861663,Frank Sinatra
1458,0.527916478,-0.708184638,Bob Dylan
1459,-1.169162465,-0.621259892,Bob Dylan
1460,-0.978202806,0.107415827,Bob Dylan
1461,-1.587187486,3.129568967,The Rolling Stones
1462,-1.551952323,-0.699277505,Johnny Cash
1463,-0.618151976,1.799811128,Bob Dylan
1464,0.320775268,-0.679643268,Bob Dylan
1465,-0.693646013,-0.729016777,Johnny Cash
1466,1.219093916,-0.484354738,Bob Dylan
1467,1.548439025,-0.277250583,Bob Dylan
1468,3.829974852,0.251477927,Frank Sinatra
1469,2.441525594,-1.073848837,Johnny Cash
1470,2.580108288,-0.844296542,The Beatles
1471,-2.78732602,0.3455054,Eminem
1472,-1.89551983,-0.506858378,Eminem
1473,-2.435930591,-0.254101579,Elvis Presley
1474,-1.140942654,-1.619462398,Elvis Presley
1475,0.148650877,-1.356433038,Johnny Cash
1476,-2.2298513,-0.477549805,The Beach Boys
1477,-0.468975609,0.504711877,The Rolling Stones
1478,0.376425469,-0.212696285,Eminem
1479,-2.531145173,-1.645484809,Eminem
1480,0.712382094,-0.525479566,Frank Sinatra
1481,-0.268057972,0.432512836,Frank Sinatra
1482,0.731005481,0.28916809,The Beach Boys
1483,-2.863782774,-0.561506867,Eminem
1484,-0.520036,0.246500255,Drake
1485,1.844645356,-1.317936275,Drake
1486,3.662564305,1.022138311,Frank Sinatra
1487,3.441343913,-0.910081378,Frank Sinatra
1488,2.862641853,0.307675363,Frank Sinatra
1489,0.617538482,-0.790154062,Frank Sinatra
1490,0.816928667,1.509126889,Frank Sinatra
1491,2.556109344,1.704873664,Frank Sinatra
1492,0.98546588,0.422772211,Frank Sinatra
1493,2.103482746,3.104363322,Frank Sinatra
1494,1.410348148,1.718052064,Frank Sinatra
1495,1.988923072,2.042480099,Frank Sinatra
1496,3.158943822,1.40392248,Frank Sinatra
1497,2.557201638,1.574138267,Frank Sinatra
1498,1.245341898,1.663117474,Frank Sinatra
1499,3.216403407,1.750658716,Frank Sinatra
1500,2.054412997,0.790405916,Frank Sinatra
1501,0.830101284,1.361768907,Frank Sinatra
1502,1.816260869,1.248013441,Frank Sinatra
1503,3.742880253,0.474662771,Frank Sinatra
1504,0.493480175,0.770157256,Frank Sinatra
1505,4.525109892,0.969256852,Frank Sinatra
1506,3.077897654,1.600181168,Frank Sinatra
1507,4.0440665,0.299483949,Frank Sinatra
1508,2.864388939,-0.709532271,Frank Sinatra
1509,1.19775503,-0.130397946,Frank Sinatra
1510,2.538949393,0.109669686,Frank Sinatra
1511,3.018131501,0.971940925,Frank Sinatra
1512,0.945794322,-1.00083429,Frank Sinatra
1513,3.664750775,0.853816987,Frank Sinatra
1514,2.915113773,0.724580771,Frank Sinatra
1515,3.061962401,1.093334078,Frank Sinatra
1516,4.125478741,0.187677876,Frank Sinatra
1517,3.931848867,1.505696292,Frank Sinatra
1518,3.89603613,0.193715272,Frank Sinatra
1519,3.338861261,-0.031883793,Frank Sinatra
1520,1.11173796,-1.219697368,Frank Sinatra
1521,2.515263665,1.91432882,Frank Sinatra
1522,2.211916076,1.15164502,Frank Sinatra
1523,2.705260575,1.3147932,Frank Sinatra
1524,3.027180427,0.329948462,Frank Sinatra
1525,0.076098789,0.768132851,Frank Sinatra
1526,1.852889372,2.038086707,Frank Sinatra
1527,1.886661941,1.446751816,Frank Sinatra
1528,1.82632335,-0.47939712,Frank Sinatra
1529,1.634831507,1.572215826,Frank Sinatra
1530,2.709993836,1.985979813,Frank Sinatra
1531,3.914597791,-0.875089197,Frank Sinatra
1532,3.215209945,0.252123705,Frank Sinatra
1533,3.049399551,0.996197062,Frank Sinatra
1534,3.675710682,0.04829769,Frank Sinatra
1535,2.385187689,2.167383457,Frank Sinatra
1536,3.028621885,0.056448914,Frank Sinatra
1537,-0.247101641,0.44411709,Johnny Cash
1538,1.512127066,-0.362277071,Frank Sinatra
1539,0.596664543,-0.808193572,Frank Sinatra
1540,1.976231241,-1.553342477,Frank Sinatra
1541,1.771708144,-0.411617338,Frank Sinatra
1542,3.364690976,-0.31456691,Frank Sinatra
1543,0.087491266,-1.162870942,Frank Sinatra
1544,-0.085665971,-1.512197633,Frank Sinatra
1545,0.567094938,-0.949433551,Frank Sinatra
1546,0.533115286,-0.283360207,Frank Sinatra
1547,1.687850083,-0.276817519,Frank Sinatra
1548,2.84183011,1.101477755,Frank Sinatra
1549,3.392034125,0.506426345,Frank Sinatra
1550,2.9671664,-0.576192082,Frank Sinatra
1551,2.899849971,0.860391599,Frank Sinatra
1552,3.975854993,0.950803996,Frank Sinatra
1553,3.8702246,0.274752427,Frank Sinatra
1554,3.063496345,1.052782527,Frank Sinatra
1555,3.566568995,1.047308985,Frank Sinatra
1556,3.104941111,-0.544296863,Frank Sinatra
1557,3.446122779,1.222629559,Frank Sinatra
1558,3.616917439,-0.61329822,Frank Sinatra
1559,3.444999152,0.72127099,Frank Sinatra
1560,3.29531995,1.088168769,Frank Sinatra
1561,2.712966478,-0.076894649,Frank Sinatra
1562,3.509272325,0.648410703,Frank Sinatra
1563,3.437021933,0.420434795,Frank Sinatra
1564,3.6348377,-0.243561034,Frank Sinatra
1565,0.318857228,-0.553160884,Frank Sinatra
1566,0.694575533,-0.81651665,Frank Sinatra
1567,-0.924769542,-1.265737128,Elvis Presley
1568,1.560478365,-0.835432962,Frank Sinatra
1569,3.533365488,0.440375228,Elvis Presley
1570,-0.965665667,-0.575050853,Elvis Presley
1571,-0.913140212,-1.252738178,Elvis Presley
1572,2.749585391,-0.757461507,Elvis Presley
1573,-1.087996529,-1.532744106,Elvis Presley
1574,0.792662049,-1.171039444,Frank Sinatra
1575,-1.092822538,-0.467279864,Elvis Presley
1576,-0.62299846,-1.939381645,Johnny Cash
1577,1.05152057,-0.727816705,Frank Sinatra
1578,3.848367337,0.62900668,Frank Sinatra
1579,0.479686454,-0.588793178,Frank Sinatra
1580,-0.276708422,-2.354987311,Johnny Cash
1581,3.779911189,0.446466921,Frank Sinatra
1582,2.111843382,-0.856648562,Elvis Presley
1583,3.5427781,0.351291456,Frank Sinatra
1584,-0.815482855,-0.415312533,Johnny Cash
1585,3.958418512,0.102490876,Elvis Presley
1586,0.193432868,-1.159925179,Elvis Presley
1587,2.983205795,0.44403857,Frank Sinatra
1588,3.583705431,0.633218378,Frank Sinatra
1589,-0.831011155,-2.451623413,Johnny Cash
1590,1.846886526,-1.849463595,Elvis Presley
1591,0.705442683,0.71094442,Frank Sinatra
1592,1.296643481,-1.193539883,Frank Sinatra
1593,-1.38257597,-1.00776484,Elvis Presley
1594,-1.278308648,1.709311028,Elvis Presley
1595,0.937494317,-1.891633672,Elvis Presley
1596,0.200518481,-1.860092192,Elvis Presley
1597,-0.115709782,-1.80374307,Elvis Presley
1598,3.510721314,0.163053455,Frank Sinatra
1599,3.351382881,-0.417940037,Elvis Presley
1600,1.140065809,-0.608979375,Elvis Presley
1601,-0.369432017,0.12275143,Frank Sinatra
1602,-0.406784252,-0.852139915,Johnny Cash
1603,0.144578607,-1.173307157,Elvis Presley
1604,-0.910425981,-0.261098135,Elvis Presley
1605,0.179694353,-1.63435887,Elvis Presley
1606,0.519154113,-0.566926412,Johnny Cash
1607,0.386828693,-1.361565412,Johnny Cash
1608,-0.241350091,-2.168961307,Johnny Cash
1609,-0.07156491,-0.861341459,Frank Sinatra
1610,4.072781961,0.163334589,Frank Sinatra
1611,0.30096733,-1.48187763,Elvis Presley
1612,-0.003384834,-0.950082426,Elvis Presley
1613,-0.430201241,-0.747325075,Elvis Presley
1614,1.945190417,-0.964264168,Frank Sinatra
1615,0.130608508,-0.165502982,Frank Sinatra
1616,2.619140136,-0.35922339,Elvis Presley
1617,2.890082769,-1.720709519,Elvis Presley
1618,-0.797867474,0.125009596,Elvis Presley
1619,-0.462493252,-0.411501359,Frank Sinatra
1620,2.285999376,-0.325331262,Elvis Presley
1621,1.235877505,-1.502000719,Frank Sinatra
1622,0.435532665,-0.840052337,Frank Sinatra
1623,2.529274264,0.223350046,Elvis Presley
1624,2.283447448,0.594818595,Elvis Presley
1625,-0.437559885,-1.315656043,Elvis Presley
1626,-1.231491998,-2.289313579,Elvis Presley
1627,-0.109075462,1.178683937,Frank Sinatra
